Genus,Class,Order,Family
Parashewanella,Gammaproteobacteria,Alteromonadales,Shewanellaceae
Parasphaerochaeta,Spirochaetia,Spirochaetales,Sphaerochaetaceae
Parasphingopyxis,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Parasphingorhabdus,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Parasynechococcus,Cyanophyceae,Synechococcales,Prochlorococcaceae
Parathermosynechococcus,Cyanophyceae,Acaryochloridales,Thermosynechococcaceae
Paraurantiacibacter,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
Parazoarcus,Betaproteobacteria,Rhodocyclales,Zoogloeaceae
Paremcibacter,Alphaproteobacteria,Emcibacterales,Emcibacteraceae
Paroceanicella,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Parolsenella,Coriobacteriia,Coriobacteriales,Atopobiaceae
Parvibaculum,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae
Parvicella,Flavobacteriia,Flavobacteriales,Parvicellaceae
Parvimonas,Tissierellia,Tissierellales,Peptoniphilaceae
Parvularcula,Alphaproteobacteria,Parvularculales,Parvularculaceae
Pasteurella,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
Patiriisocius,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Paucilactobacillus,Bacilli,Lactobacillales,Lactobacillaceae
Pectinatus,Negativicutes,Selenomonadales,Selenomonadaceae
Pectobacterium,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
Pediococcus,Bacilli,Lactobacillales,Lactobacillaceae
Pedobacter,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
Pedococcus,Actinomycetes,Micrococcales,Intrasporangiaceae
Pelagerythrobacter,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
Pelagibacterium,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae
Pelagovum,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Pelistega,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Pelobacter,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae
Pelodictyon,Chlorobiia,Chlorobiales,Chlorobiaceae
Pelolinea,Anaerolineae,Anaerolineales,Anaerolineaceae
Pelosinus,Negativicutes,Selenomonadales,Sporomusaceae
Pendulispora,Myxococcia,Myxococcales,Pendulisporaceae
Pengzhenrongella,Actinomycetes,Micrococcales,Unknown
Peptacetobacter,Clostridia,Peptostreptococcales,Peptostreptococcaceae
Peptoclostridium,Clostridia,Peptostreptococcales,Peptoclostridiaceae
Peptoniphilus,Tissierellia,Tissierellales,Peptoniphilaceae
Peptostreptococcus,Clostridia,Peptostreptococcales,Peptostreptococcaceae
Peredibacter,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae
Peribacillus,Bacilli,Bacillales,Bacillaceae
Periweissella,Bacilli,Lactobacillales,Lactobacillaceae
Permianibacter,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
Persephonella,Aquificia,Aquificales,Hydrogenothermaceae
Persicimonas,Deltaproteobacteria,Bradymonadales,Bradymonadaceae
Persicobacter,Cytophagia,Cytophagales,Persicobacteraceae
Peterkaempfera,Actinomycetes,Kitasatosporales,Streptomycetaceae
Peteryoungia,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae
Petrimonas,Bacteroidia,Bacteroidales,Dysgonomonadaceae
Petrocella,Clostridia,Lachnospirales,Vallitaleaceae
Petroclostridium,Clostridia,Eubacteriales,Oscillospiraceae
Petrotoga,Thermotogae,Petrotogales,Petrotogaceae
Phaeobacter,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Phascolarctobacterium,Negativicutes,Acidaminococcales,Acidaminococcaceae
Phenylobacterium,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
Phnomibacter,Chitinophagia,Chitinophagales,Chitinophagaceae
Phocaeicola,Bacteroidia,Bacteroidales,Bacteroidaceae
Phocoenobacter,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
Phoenicibacter,Coriobacteriia,Eggerthellales,Eggerthellaceae
Phormidium,Cyanophyceae,Oscillatoriales,Oscillatoriaceae
Phosphitispora,Clostridia,Eubacteriales,Peptococcaceae
Photobacterium,Gammaproteobacteria,Vibrionales,Vibrionaceae
Photorhabdus,Gammaproteobacteria,Enterobacterales,Morganellaceae
Phototrophicus,Candidatus Thermofonsia,Phototrophicales,Phototrophicaceae
Phreatobacter,Alphaproteobacteria,Hyphomicrobiales,Phreatobacteraceae
Phycicoccus,Actinomycetes,Micrococcales,Intrasporangiaceae
Phycisphaera,Phycisphaerae,Phycisphaerales,Phycisphaeraceae
Phyllobacterium,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae
Phytobacter,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Phytohabitans,Actinomycetes,Micromonosporales,Micromonosporaceae
Phytopseudomonas,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
Picosynechococcus,Cyanophyceae,Chroococcales,Geminocystaceae
Picrophilus,Thermoplasmata,Thermoplasmatales,Picrophilaceae
Pigmentibacter,Oligoflexia,Silvanigrellales,Silvanigrellaceae
Pigmentiphaga,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Pikeienuella,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Pimelobacter,Actinomycetes,Propionibacteriales,Nocardioidaceae
Pirellula,Planctomycetia,Pirellulales,Pirellulaceae
Pirellulimonas,Planctomycetia,Pirellulales,Lacipirellulaceae
Piscinibacter,Betaproteobacteria,Burkholderiales,Sphaerotilaceae
Piscinibacterium,Betaproteobacteria,Burkholderiales,Unknown
Piscirickettsia,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
Pistricoccus,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
Planctellipticum,Planctomycetia,Planctomycetales,Planctomycetaceae
Planctobacterium,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Planctomyces,Planctomycetia,Planctomycetales,Planctomycetaceae
Planctopirus,Planctomycetia,Planctomycetales,Planctomycetaceae
Planktomarina,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Planktothricoides,Cyanophyceae,Oscillatoriales,Oscillatoriaceae
Planktothrix,Cyanophyceae,Oscillatoriales,Microcoleaceae
Planococcus,Bacilli,Bacillales,Caryophanaceae
Plantactinospora,Actinomycetes,Micromonosporales,Micromonosporaceae
Plantibacter,Actinomycetes,Micrococcales,Microbacteriaceae
Pleionea,Gammaproteobacteria,Oceanospirillales,Pleioneaceae
Pleomorphomonas,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae
Plesiomonas,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Pleurocapsa,Cyanophyceae,Pleurocapsales,Hyellaceae
Pluralibacter,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Pokkaliibacter,Gammaproteobacteria,Oceanospirillales,Balneatrichaceae
Polaribacter,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Polaromonas,Betaproteobacteria,Burkholderiales,Comamonadaceae
Pollutimonas,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Polyangium,Unknown,Polyangiales,Polyangiaceae
Polycladomyces,Bacilli,Bacillales,Thermoactinomycetaceae
Polymorphobacter,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae
Polymorphospora,Actinomycetes,Micromonosporales,Micromonosporaceae
Polymorphum,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Polynucleobacter,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Polystyrenella,Planctomycetia,Planctomycetales,Planctomycetaceae
Pontibacillus,Bacilli,Bacillales,Bacillaceae
Pontibacter,Cytophagia,Cytophagales,Hymenobacteraceae
Ponticoccus,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Pontimicrobium,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Pontimonas,Actinomycetes,Micrococcales,Microbacteriaceae
Pontivivens,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Porifericola,Cytophagia,Cytophagales,Catalimonadaceae
Poriferisphaera,Phycisphaerae,Phycisphaerales,Phycisphaeraceae
Porphyrobacter,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
Porphyromonas,Bacteroidia,Bacteroidales,Porphyromonadaceae
Porticoccus,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
Poseidonibacter,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae
Pradoshia,Bacilli,Bacillales,Bacillaceae
Pragia,Gammaproteobacteria,Enterobacterales,Budviciaceae
Prauserella,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae
Prescottella,Actinomycetes,Mycobacteriales,Nocardiaceae
Prevotella,Bacteroidia,Bacteroidales,Prevotellaceae
Priestia,Bacilli,Bacillales,Bacillaceae
Prochlorococcus,Cyanophyceae,Synechococcales,Prochlorococcaceae
Prodigiosinella,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
Profundibacter,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Promethearchaeum,Promethearchaeia,Promethearchaeales,Promethearchaeaceae
Promicromonospora,Actinomycetes,Micrococcales,Promicromonosporaceae
Propionibacterium,Actinomycetes,Propionibacteriales,Propionibacteriaceae
Propioniciclava,Actinomycetes,Propionibacteriales,Propionibacteriaceae
Propionimicrobium,Actinomycetes,Propionibacteriales,Propionibacteriaceae
Prosthecochloris,Chlorobiia,Chlorobiales,Chlorobiaceae
Protaetiibacter,Actinomycetes,Micrococcales,Microbacteriaceae
Proteiniborus,Clostridia,Eubacteriales,Unknown
Proteiniclasticum,Clostridia,Eubacteriales,Clostridiaceae
Proteiniphilum,Bacteroidia,Bacteroidales,Dysgonomonadaceae
Proteinivorax,Clostridia,Eubacteriales,Proteinivoraceae
Proteus,Gammaproteobacteria,Enterobacterales,Morganellaceae
Protofrankia,Actinomycetes,Frankiales,Frankiaceae
Providencia,Gammaproteobacteria,Enterobacterales,Morganellaceae
Pseudactinotalea,Actinomycetes,Micrococcales,Cellulomonadaceae
Pseudaeromonas,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
Pseudalgibacter,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Pseudalkalibacillus,Bacilli,Bacillales,Fictibacillaceae
Pseudanabaena,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae
Pseudarthrobacter,Actinomycetes,Micrococcales,Micrococcaceae
Pseudazoarcus,Betaproteobacteria,Rhodocyclales,Zoogloeaceae
Pseudemcibacter,Alphaproteobacteria,Emcibacterales,Emcibacteraceae
Pseudescherichia,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Pseudidiomarina,Gammaproteobacteria,Alteromonadales,Idiomarinaceae
Pseudoalteromonas,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
Pseudobacillus,Bacilli,Bacillales,Bacillaceae
Pseudobacter,Chitinophagia,Chitinophagales,Chitinophagaceae
Pseudobdellovibrio,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae
Pseudobutyrivibrio,Clostridia,Lachnospirales,Lachnospiraceae
Pseudochrobactrum,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae
Pseudocitrobacter,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Pseudocnuella,Chitinophagia,Chitinophagales,Chitinophagaceae
Pseudodesulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae
Pseudoduganella,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
Pseudoflavonifractor,Clostridia,Eubacteriales,Oscillospiraceae
Pseudofrankia,Actinomycetes,Frankiales,Frankiaceae
Pseudogemmatithrix,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae
Pseudogemmobacter,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Pseudoglutamicibacter,Actinomycetes,Micrococcales,Micrococcaceae
Pseudogulbenkiania,Betaproteobacteria,Neisseriales,Chromobacteriaceae
Pseudohongiella,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae
Pseudolabrys,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae
Pseudoleptotrichia,Fusobacteriia,Fusobacteriales,Leptotrichiaceae
Pseudolysobacter,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Pseudomonas,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
Pseudonocardia,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae
Pseudooceanicola,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Pseudopedobacter,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
Pseudophaeobacter,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Pseudoprevotella,Bacteroidia,Bacteroidales,Prevotellaceae
Pseudorhizobium,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae
Pseudorhodobacter,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Pseudorhodoplanes,Alphaproteobacteria,Hyphomicrobiales,Unknown
Pseudoroseicyclus,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Pseudosulfitobacter,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Pseudotamlana,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Pseudothauera,Betaproteobacteria,Rhodocyclales,Zoogloeaceae
Pseudothermotoga,Thermotogae,Thermotogales,Thermotogaceae
Pseudoxanthomonas,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Psychrobacillus,Bacilli,Bacillales,Bacillaceae
Psychrobacter,Gammaproteobacteria,Moraxellales,Moraxellaceae
Psychroflexus,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Psychromicrobium,Actinomycetes,Micrococcales,Micrococcaceae
Psychromonas,Gammaproteobacteria,Alteromonadales,Psychromonadaceae
Psychroserpens,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Psychrosphaera,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
Pukyongia,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Pukyongiella,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Pullulanibacillus,Bacilli,Bacillales,Sporolactobacillaceae
Pulveribacter,Betaproteobacteria,Burkholderiales,Comamonadaceae
Pusillibacter,Clostridia,Eubacteriales,Oscillospiraceae
Pusillimonas,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Pyramidobacter,Synergistia,Synergistales,Dethiosulfovibrionaceae
Pyrobaculum,Thermoprotei,Thermoproteales,Thermoproteaceae
Pyrococcus,Thermococci,Thermococcales,Thermococcaceae
Pyrodictium,Thermoprotei,Desulfurococcales,Pyrodictiaceae
Pyrofollis,Thermoprotei,Desulfurococcales,Pyrodictiaceae
Pyrolobus,Thermoprotei,Desulfurococcales,Pyrodictiaceae
Pyruvatibacter,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae
Qiania,Clostridia,Lachnospirales,Lachnospiraceae
Qingshengfaniella,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Qipengyuania,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
Quatrionicoccus,Betaproteobacteria,Rhodocyclales,Azonexaceae
Radiobacillus,Bacilli,Bacillales,Bacillaceae
Rahnella,Gammaproteobacteria,Enterobacterales,Yersiniaceae
Raineyella,Actinomycetes,Propionibacteriales,Propionibacteriaceae
Ralstonia,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Ramlibacter,Betaproteobacteria,Burkholderiales,Comamonadaceae
Raoultella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Raoultibacter,Coriobacteriia,Eggerthellales,Eggerthellaceae
Rasiella,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Rathayibacter,Actinomycetes,Micrococcales,Microbacteriaceae
Reichenbachiella,Cytophagia,Cytophagales,Reichenbachiellaceae
Reinekea,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
Renibacterium,Actinomycetes,Micrococcales,Micrococcaceae
Rheinheimera,Gammaproteobacteria,Chromatiales,Chromatiaceae
Rhizobium,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae
Rhizorhabdus,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Rhizosphaericola,Chitinophagia,Chitinophagales,Chitinophagaceae
Rhodanobacter,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae
Rhodobacter,Alphaproteobacteria,Rhodobacterales,Unknown
Rhodococcoides,Actinomycetes,Mycobacteriales,Nocardiaceae
Rhodococcus,Actinomycetes,Mycobacteriales,Nocardiaceae
Rhodocytophaga,Cytophagia,Cytophagales,Rhodocytophagaceae
Rhodoferax,Betaproteobacteria,Burkholderiales,Comamonadaceae
Rhodoligotrophos,Alphaproteobacteria,Hyphomicrobiales,Rhodoligotrophaceae
Rhodoluna,Actinomycetes,Micrococcales,Microbacteriaceae
Rhodomicrobium,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae
Rhodophyticola,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Rhodopirellula,Planctomycetia,Pirellulales,Pirellulaceae
Rhodoplanes,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae
Rhodopseudomonas,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae
Rhodospirillum,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
Rhodothermus,Rhodothermia,Rhodothermales,Rhodothermaceae
Rhodovastum,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Rhodovulum,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Richelia,Cyanophyceae,Nostocales,Nostocaceae
Rickettsia,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
Rickettsiella,Gammaproteobacteria,Legionellales,Coxiellaceae
Riemerella,Flavobacteriia,Flavobacteriales,Weeksellaceae
Rippkaea,Cyanophyceae,Chroococcales,Aphanothecaceae
Rivularia,Cyanophyceae,Nostocales,Rivulariaceae
Robbsia,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Robiginitalea,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Rodentibacter,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
Rohdeia,Planctomycetia,Unknown,Unknown
Romboutsia,Clostridia,Peptostreptococcales,Peptostreptococcaceae
Roseateles,Betaproteobacteria,Burkholderiales,Sphaerotilaceae
Roseburia,Clostridia,Lachnospirales,Lachnospiraceae
Roseibacillus,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae
Roseibium,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae
Roseicitreum,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Roseicyclus,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Roseiflexus,Chloroflexia,Chloroflexales,Roseiflexaceae
Roseimaritima,Planctomycetia,Pirellulales,Pirellulaceae
Roseimicrobium,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae
Roseinatronobacter,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Roseitalea,Alphaproteobacteria,Hyphomicrobiales,Ahrensiaceae
Roseivirga,Cytophagia,Cytophagales,Roseivirgaceae
Roseivivax,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Roseobacter,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Roseococcus,Alphaproteobacteria,Acetobacterales,Roseomonadaceae
Roseomonas,Alphaproteobacteria,Acetobacterales,Roseomonadaceae
Roseovarius,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Rosistilla,Planctomycetia,Pirellulales,Pirellulaceae
Rossellomorea,Bacilli,Bacillales,Bacillaceae
Rothia,Actinomycetes,Micrococcales,Micrococcaceae
Rouxiella,Gammaproteobacteria,Enterobacterales,Yersiniaceae
Ruania,Actinomycetes,Micrococcales,Ruaniaceae
Rubellicoccus,Opitutia,Puniceicoccales,Cerasicoccaceae
Rubinisphaera,Planctomycetia,Planctomycetales,Planctomycetaceae
Rubripirellula,Planctomycetia,Pirellulales,Pirellulaceae
Rubrivirga,Rhodothermia,Rhodothermales,Rubricoccaceae
Rubrivivax,Betaproteobacteria,Burkholderiales,Sphaerotilaceae
Rubrobacter,Rubrobacteria,Rubrobacterales,Rubrobacteraceae
Ruegeria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Rufibacter,Cytophagia,Cytophagales,Hymenobacteraceae
Ruficoccus,Opitutia,Puniceicoccales,Cerasicoccaceae
Rugamonas,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
Rugosibacter,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae
Ruicaihuangia,Actinomycetes,Micrococcales,Microbacteriaceae
Ruminiclostridium,Clostridia,Eubacteriales,Oscillospiraceae
Ruminococcus,Clostridia,Eubacteriales,Oscillospiraceae
Rummeliibacillus,Bacilli,Bacillales,Caryophanaceae
Runella,Cytophagia,Cytophagales,Spirosomataceae
Ruoffia,Bacilli,Lactobacillales,Aerococcaceae
Ruthenibacterium,Clostridia,Eubacteriales,Oscillospiraceae
Saccharibacillus,Bacilli,Bacillales,Paenibacillaceae
Saccharobesus,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Saccharococcus,Bacilli,Bacillales,Anoxybacillaceae
Saccharolobus,Thermoprotei,Sulfolobales,Sulfolobaceae
Saccharomonospora,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae
Saccharophagus,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
Saccharopolyspora,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae
Saccharospirillum,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
Saccharothrix,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae
Sagittula,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Salaquimonas,Alphaproteobacteria,Hyphomicrobiales,Salaquimonadaceae
Salarchaeum,Halobacteria,Halobacteriales,Halobacteriaceae
Salegentibacter,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Salicibibacter,Bacilli,Bacillales,Bacillaceae
Salidesulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae
Salimicrobium,Bacilli,Bacillales,Bacillaceae
Salinarchaeum,Halobacteria,Halobacteriales,Natronoarchaeaceae
Salinibacter,Rhodothermia,Rhodothermales,Salinibacteraceae
Salinibacterium,Actinomycetes,Micrococcales,Microbacteriaceae
Salinibaculum,Halobacteria,Halobacteriales,Haloarculaceae
Salinicoccus,Bacilli,Bacillales,Staphylococcaceae
Salinicola,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
Salinigranum,Halobacteria,Halobacteriales,Haloferacaceae
Salinilacihabitans,Halobacteria,Halobacteriales,Natrialbaceae
Salinimicrobium,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Salinimonas,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Saliniradius,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Salinirubellus,Halobacteria,Halobacteriales,Haloarculaceae
Salinisphaera,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae
Salinispira,Spirochaetia,Spirochaetales,Spirochaetaceae
Salinispirillum,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
Salinispora,Actinomycetes,Micromonosporales,Micromonosporaceae
Salinivibrio,Gammaproteobacteria,Vibrionales,Vibrionaceae
Salinivirga,Bacteroidia,Bacteroidales,Salinivirgaceae
Salipaludibacillus,Bacilli,Bacillales,Bacillaceae
Salipiger,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Salisediminibacterium,Bacilli,Bacillales,Bacillaceae
Salmonella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Saltatorellus,Planctomycetia,Unknown,Unknown
Sandaracinobacteroides,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae
Sandaracinus,Unknown,Polyangiales,Sandaracinaceae
Sanguibacter,Actinomycetes,Micrococcales,Sanguibacteraceae
Sanyastnella,Flavobacteriia,Flavobacteriales,Sanyastnellaceae
Saprospira,Saprospiria,Saprospirales,Saprospiraceae
Sarcina,Clostridia,Eubacteriales,Clostridiaceae
Saxibacter,Actinomycetes,Micrococcales,Brevibacteriaceae
Scandinavium,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Scardovia,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae
Schaalia,Actinomycetes,Actinomycetales,Actinomycetaceae
Schleiferilactobacillus,Bacilli,Lactobacillales,Lactobacillaceae
Schlesneria,Planctomycetia,Planctomycetales,Planctomycetaceae
Scrofimicrobium,Actinomycetes,Actinomycetales,Actinomycetaceae
Sebaldella,Fusobacteriia,Fusobacteriales,Leptotrichiaceae
Secundilactobacillus,Bacilli,Lactobacillales,Lactobacillaceae
Sedimentibacter,Tissierellia,Unknown,Unknown
Sedimenticola,Gammaproteobacteria,Chromatiales,Sedimenticolaceae
Sedimentisphaera,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae
Sediminibacillus,Bacilli,Bacillales,Bacillaceae
Sediminibacterium,Chitinophagia,Chitinophagales,Chitinophagaceae
Sediminicoccus,Alphaproteobacteria,Acetobacterales,Roseomonadaceae
Sediminicola,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Sediminispirochaeta,Spirochaetia,Spirochaetales,Spirochaetaceae
Segatella,Bacteroidia,Bacteroidales,Prevotellaceae
Segniliparus,Actinomycetes,Mycobacteriales,Segniliparaceae
Selenobaculum,Negativicutes,Selenomonadales,Selenomonadaceae
Selenomonas,Negativicutes,Selenomonadales,Selenomonadaceae
Sellimonas,Clostridia,Lachnospirales,Lachnospiraceae
Seohaeicola,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Seonamhaeicola,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Serinicoccus,Actinomycetes,Micrococcales,Ornithinimicrobiaceae
Serpentinimonas,Betaproteobacteria,Burkholderiales,Comamonadaceae
Serratia,Gammaproteobacteria,Enterobacterales,Yersiniaceae
Shewanella,Gammaproteobacteria,Alteromonadales,Shewanellaceae
Shigella,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Shimia,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Shimwellia,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Shinella,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae
Shouchella,Bacilli,Bacillales,Bacillaceae
Siansivirga,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Siccibacter,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Sideroxyarcus,Betaproteobacteria,Nitrosomonadales,Gallionellaceae
Sideroxydans,Betaproteobacteria,Nitrosomonadales,Gallionellaceae
Silicimonas,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Silvimonas,Betaproteobacteria,Neisseriales,Chitinibacteraceae
Simiaoa,Clostridia,Lachnospirales,Lachnospiraceae
Simiduia,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
Siminovitchia,Bacilli,Bacillales,Bacillaceae
Simkania,Chlamydiia,Parachlamydiales,Simkaniaceae
Simonsiella,Betaproteobacteria,Neisseriales,Neisseriaceae
Simplicispira,Betaproteobacteria,Burkholderiales,Comamonadaceae
Sinanaerobacter,Clostridia,Peptostreptococcales,Anaerovoracaceae
Singulisphaera,Planctomycetia,Isosphaerales,Isosphaeraceae
Sinimarinibacterium,Gammaproteobacteria,Nevskiales,Nevskiaceae
Sinomicrobium,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Sinomonas,Actinomycetes,Micrococcales,Micrococcaceae
Sinorhizobium,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae
Skermanella,Alphaproteobacteria,Rhodospirillales,Azospirillaceae
Skermania,Actinomycetes,Mycobacteriales,Gordoniaceae
Slackia,Coriobacteriia,Eggerthellales,Eggerthellaceae
