ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Cell width
24139,11050,"DSM 28402, CCUG 62991, LMG 27194, KCTC 21026, CIP 110706",1,Lactiplantibacillus mudanjiangensis,GCA_005405385,0.9
141151,"WiKim29, WiKim39","KCTC 21077, JCM 31938",1,Companilactobacillus allii,GCA_001971585,0.6
159711,BS-W1,"BCRC 80970, NBRC 112377",1,Levilactobacillus bambusae,GCA_003124125,0.8
166164,47-3,"NCIMB 15165, CCM 8903, LMG 31064",1,Lacticaseibacillus baoqingensis,GCA_003946165,0.90
166234,54-5,"NCIMB 15151, CCM 8894",1,Lapidilactobacillus bayanensis,GCA_003946695,1
134233,,"CCUG 53174, CIP 109613, LMG 23699, JCM 15951, NBRC 107159",1,Companilactobacillus crustorum,GCA_001434585,0.75
133853,S1L19,"JCM 18524, CCTCC M 2011381",1,Lentilactobacillus curieae,GCA_000785105,0.7
24135,"CHCC13979, ZN7a-9","DSM 26046, LMG 27067, JCM 30917, KCTC 21031",1,Lactobacillus delbrueckii subsp. jakobsenii,GCA_000387565,0.5
6693,DI70,"DSM 19284, CIP 110162, JCM 14600, LMG 30910",1,Lactobacillus equicursoris,GCA_000312645,0.75
166156,218-6,"NCIMB 15171, CCM 8908, KCTC 21134, LMG 31067",1,Levilactobacillus fujinensis,GCA_003946335,1.00
133700,,"JCM 17355, BCRC 80278, YM 0097",1,Companilactobacillus futsaii,GCA_001435505,0.75
166158,244-4,"NCIMB 15168, CCM 8906, KCTC 21137, LMG 31052",1,Levilactobacillus fuyuanensis,GCA_003946395,0.90
6705,"61D, 361 D","DSM 23910, KCTC 21045, JCM 18988, CRBIP24.179, CRBIP 24.179",1,Lactobacillus hominis,GCA_000296835,0.55
166202,395-6.2,"CCM 8927, NCIMB 15188, LMG 31179",1,Companilactobacillus huachuanensis,GCA_005404815,1
166160,151-2B,"NCIMB 15164, CCM 8913, KCTC 21129, LMG 31063",1,Levilactobacillus huananensis,GCA_003946145,0.90
166523,ZW163,"NCIMB 15193, CCM 8926, CCTCC AB 2019015",1,Lacticaseibacillus hulanensis,GCA_004010095,1
133267,Ru20-1,"LMG 29008, NBRC 111239, PCU 346, TISTR 2381, JCM 32627",1,Fructilactobacillus ixorae,GCA_024029915,0.41
166163,257-1,"NCIMB 15166, CCM 8904, LMG 31065",1,Loigolactobacillus jiayinensis,GCA_003946445,1.00
166165,159-4,"NCIMB 15175, CCM 8911",1,Lacticaseibacillus jixianensis,GCA_003946485,0.90
6615,Kx127A2,"DSM 16043, CCUG 48459, CIP 109909, LMG 22115, JCM 15954",1,Lactobacillus kalixensis,GCA_001434335,1
133577,,"KCTC 12976, JCM 15530, DCY 51",1,Secundilactobacillus kimchicus,GCA_001313205,0.55
166161,220-4,"NCIMB 15163, CCM 8902, KCTC 21136",1,Levilactobacillus lindianensis,GCA_003946095,0.90
166155,112-3,"NCIMB 15174, CCM 8909, KCTC 21123, LMG 31049",1,Levilactobacillus mulengensis,GCA_003946045,1.15
134061,11102,"LMG 27192, NCIMB 14833, JCM 30919, CIP 110707",1,Paucilactobacillus nenjiangensis,GCA_005405445,0.9
159797,5,"ATCC 4963, LMG 11478, NCFB 1375, KCTC 3172, NCIMB 8931, VPI 0334, JCM 5343",1,Lactobacillus paragasseri,GCA_003307275,0.5
6489,1517,"DSM 23907, KCTC 21048, JCM 18989, CRBIP24.76, CRBIP 24.76",1,Lactobacillus pasteurii,GCA_000297025,0.47
166328,R7,"BCRC 81127, NBRC 113530",1,Companilactobacillus suantsaicola,GCA_004745525,0.7
166329,R19,"BCRC 81129, NBRC 113532",1,Levilactobacillus suantsaiihabitans,GCA_004745505,0.75
6690,FI RDI 006,"DSM 21401, BCRC 17755, CIP 110030, JCM 18086",1,Lactobacillus taiwanensis,GCA_001436695,0.75
166159,137-3,"NCIMB 15170, CCM 8907, KCTC 21125, LMG 31053",1,Levilactobacillus tangyuanensis,GCA_003946545,0.75
159887,NIBRBAC000499792,"KCTC 21093, JCM 32269",0,Companilactobacillus metriopterae,GCA_002762335,0.45
166157,218-10,"NCIMB 15167, CCM 8905, KCTC 21135, LMG 31055",1,Levilactobacillus tongjiangensis,GCA_003946345,0.90
6619,Kx146C1,"DSM 16047, CCUG 48460, CIP 109908, JCM 16177, LMG 22117",1,Lactobacillus ultunensis,GCA_000159415,1
167774,HT111-2,"KCTC 15803, CGMCC 1.13855",1,Lactobacillus xujianguonis,GCA_004009905,0.85
166149,HBUAS52074,"GDMCC 1.1417, KCTC 21106",1,Companilactobacillus zhachilii,GCA_003606365,0.21
166162,187-3,"NCIMB 15172, CCM 8910",1,Loigolactobacillus zhaoyuanensis,GCA_003946385,0.90
166279,1JSPR-7,"KACC 19319, NBRC 113068",1,Lactococcus allomyrinae,GCA_003627095,0.75
166304,2DFWM-2,"KACC 19320, NBRC 113069",1,Lactococcus protaetiae,GCA_006965445,0.90
158388,Rs-Y01,"DSM 105715, JCM 32106",1,Lactococcus reticulitermitis,GCA_002260845,1.15
158433,NtB2,"DSM 107259, JCM 32569",1,Lactococcus termiticola,GCA_003116835,0.36
167800,,"CGMCC 1.17071, KCTC 42886, YIM MLB12",1,Lampropedia aestuarii,GCA_004803635,0.60
132456,CT6,"DSM 100029, KCTC 42939, MCC 2711",1,Lampropedia cohaerens,GCA_001005215,0.35
6636,C-5-1,"DSM 17758, AS 1.5017, LMG 22739, JCM 14153, CGMCC 1.5017, CIP 108991, KACC 12410, NBRC 106101",1,Lapidilactobacillus concavus,GCA_001435835,0.55
134165,,"NCIMB 14103, CCUG 55608, LMG 22510",1,Larkinella insperata,GCA_026248825,0.70
158687,15J6-3T6,"KCTC 42998, JCM 31989",1,Larkinella knui,GCA_003858645,0.80
141153,MIMbqt9,"MCCC 1K01309, KCTC 42800",1,Larkinella soli,GCA_003703975,1.80
132991,ST307,"DSM 22428, CGMCC 1.8902",1,Larsenimonas suaedae,GCA_023712105,0.50
132579,"CC 2884, CCF-01, X1036","DSM 45743, CCUG 66657",1,Lawsonella clevelandensis,GCA_001293125,0.75
157758,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1,Lawsonibacter asaccharolyticus,GCA_003112755,1.15
3812,4M15,"DSM 17132, KACC 11308, JCM 16389, NBRC 106382",1,Leadbetterella byssophila,GCA_000166395,0.75
1212,MB800,"DSM 15595, LMG 17892, CIP 108417",1,Lederbergia galactosidilytica,GCA_017873565,0.80
10520,HW7,"DSM 17879, KCTC 12585",1,Leeia oryzae,GCA_000376945,0.65
140891,G18,"CCTCC AB 2015204, KCTC 42729",1,Leeuwenhoekiella nanhaiensis,GCA_002744755,0.55
5603,,"DSM 19859, KCTC 22020, KMM 6264, LMG 24856",1,Leeuwenhoekiella palythoae,GCA_004104045,0.45
6788,LegA,"DSM 24804, CSUR P146",1,Legionella massiliensis,GCA_000756815,0.66
166519,km488,"KCTC 15636, CCTCC AB 2018025, NRBC 113223",1,Legionella qingyii,GCA_003184185,0.60
133211,LS-1,"DSM 101682, CSUR P2101",1,Legionella saoudiensis,GCA_001465875,0.61
6789,LegM,"DSM 24805, CSUR P145",1,Legionella tunisiensis,GCA_000308315,0.54
7346,TG-S248,"DSM 23871, JCM 15679, LMG 24767",1,Leifsonia soli,GCA_013408745,0.45
13670,R-26159,"DSM 24565, CCUG 55860, LMG 24366",1,Leisingera aquimarina,GCA_000473165,1
13734,,"DSM 24564, CCUG 55859, LMG 24369",1,Leisingera caerulea,GCA_000473325,0.9
13732,TF-218,"DSM 23529, JCM 13606, KCTC 12794, CECT 7309, CIP 109576, LMG 24139",1,Leisingera daeponensis,GCA_000473145,0.65
158809,PFL01,"KCCM 43247, JCM 31901",1,Lelliottia jeotgali,GCA_002271215,0.65
1364,8-1,"DSM 18342, CGMCC 1.3702, CIP 109588, JCM 12770",1,Lentibacillus halodurans,GCA_900112045,0.5
1367,Grbi,"DSM 23924, JCM 15795, KCTC 13300",1,Lentibacillus jeotgali,GCA_000224785,0.75
134103,IS40-3,"JCM 12147, PCU 229, TISTR 1535, DSM 16577, CGMCC 1.6153, CIP 108664",1,Lentibacillus juripiscarius,GCA_001311805,0.45
1363,PN7-6,"DSM 19124, JCM 12580, PCU 259, TISTR 1551, CIP 109544",1,Lentibacillus kapialis,GCA_014646635,0.30
164308,SSKP1-9,"JCM 32625, TISTR 2597",1,Lentibacillus lipolyticus,GCA_004145795,0.50
166345,G56,,1,Lentibacillus panjinensis,GCA_013387165,0.45
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,Lentibacillus persicus,GCA_900112705,0.9
1359,SF-20,"DSM 16425, CIP 107807, JCM 11462, KCCM 41560, ATCC BAA-719, CGMCC 1.3447, CGMCC 1.6154",1,Lentibacillus salicampi,GCA_004565465,0.55
140768,0W14,"KCTC 33835, MCCC 1H00171",1,Lentibacillus sediminis,GCA_002763455,0.50
6643,,"DSM 18382, JCM 14108, NRIC 0676, CIP 109567",1,Lentilactobacillus farraginis,GCA_000583655,0.8
6644,,"DSM 18390, JCM 14109, NRIC 0677, CIP 109568",1,Lentilactobacillus parafarraginis,GCA_001311355,0.8
6702,,"DSM 24302, JCM 17472, YIT 12364",1,Lentilactobacillus senioris,GCA_001312065,0.7
140821,TBC1,"JCM 30898, DSM 100618",1,Lentimicrobium saccharophilum,GCA_001192835,0.50
140311,,"DSM 103464, CGMCC 4.7367, KCTC 39804, NBRC 112394, SYSU K10001",1,Lentzea cavernae,GCA_014653695,0.35
159642,NEAU-LZS 42,"DSM 105696, CGMCC 4.7428, JCM 32385",1,Lentzea terrae,GCA_003265345,0.75
503,YMTK-2,"DSM 16556, JCM 12579",1,Leptolinea tardivitalis,GCA_001050275,<0.2
133434,"WHOL1101, KIBejo-Iso9, Bejo-Iso9","WHOL1101, KIBejo-Iso9",1,Leptospira kmetyi,GCA_000243735,0.2
167977,"Yale, CLEP00288","KIT0258, ATCC-TDS- 162, ATCC TSD-162, KIT 0258",1,Leptospira stimsonii,GCA_003545885,0.2
158606,CLM-U50,"CIP 111407, DSM 105752",1,Leptospira venezuelensis,GCA_002150035,0.1
170939,"CLEP00287, F1","ATCC TSD-163, KIT 0259",1,Leptospira yasudae,GCA_003545925,0.2
17865,"L48, LB 23","DSM 21651, CCUG 47504, CIP 107917, JCM 16775",1,Leptotrichia hofstadii,GCA_000428965,0.7
17866,LB 37,"DSM 19757, CCUG 47503, CIP 107916, JCM 16776, VPI N06A-34",1,Leptotrichia shahii,GCA_000373045,0.7
17867,LB 16,"DSM 19758, CCUG 47505, CIP 107918, JCM 16777",1,Leptotrichia wadei,GCA_000373345,0.45
7355,MM2LB,"DSM 19883, LMG 24399, JCM 17022",1,Leucobacter chironomi,GCA_000421845,0.625
140342,A2,"DSM 104477, JCM 19316, KACC 17571",1,Leucobacter ruminantium,GCA_017565705,0.35
7354,K 70/01,"DSM 19811, LMG 24388, JCM 16030",1,Leucobacter tardus,GCA_017583045,0.50
158382,JW-1,"DSM 105188, LMG 30083",1,Leucobacter triazinivorans,GCA_004208635,0.50
7391,S27,"DSM 20621, CCM 8762, JCM 32600",1,Leucobacter weissii,GCA_017565745,0.5
6839,,"DSM 21478, CCUG 54536, LMG 23990, JCM 16942, NCIMB 14555",1,Leuconostoc holzapfelii,GCA_012396485,0.9
166283,C3212,"MCCC 1K03600, KCTC 72121",1,Leucothrix sargassi,GCA_004010795,0.50
6661,"R-19065, R-16065","CCUG 50162, DSM 19394, CCM 7240, LMG 22200, JCM 15949, BCRC 80774, CIP 108702, NBRC 107156",1,Levilactobacillus acidifarinae,GCA_001434835,1
6624,LP38,"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325, JCM 16170, BCRC 80779, LMG 23074",1,Levilactobacillus hammesii,GCA_001434395,0.5
6667,,"DSM 19117, CCUG 52843, CIP 109498, LMG 23583, JCM 15612, BCRC 80773, NBRC 107158",1,Levilactobacillus namurensis,GCA_001434785,0.75
6695,1.1424,"DSM 22467, JCM 18045, LMG 25291, TMW 1.1424",1,Levilactobacillus paucivorans,GCA_001437125,0.9
6679,L13,"DSM 21775, NBRC 103853, TISTR 1847, CIP 109886",1,Levilactobacillus senmaizukei,GCA_001436675,0.65
164731,L88,"JCM 34120, BCRC 12945, NBRC 113535",1,Levilactobacillus suantsaii,GCA_004115745,0.55
6660,R-18615,"DSM 19395, CCM 7241, LMG 22198, CCUG 50163, JCM 15957, BCRC 80776, CIP 108703, NBRC 107157",1,Levilactobacillus zymae,GCA_001434115,1
504,KIBI-1,"DSM 16555, JCM 12578",1,Levilinea saccharolytica,GCA_001050255,0.45
14049,SST-19,"DSM 24740, JBRI 2009, JCM 14216, KCTC 12774",1,Lewinella agarilytica,GCA_900110645,0.5
133425,,"KCCM 42688, NBRC 103142, IMCC 3223, DSM 105096",1,Lewinella antarctica,GCA_011927835,1.15
133002,HDW-36,"DSM 105137, CECT 8901, KCTC 42719",1,Lewinella aquimaris,GCA_014197245,1.25
14046,II-2,"DSM 23179, ATCC 23123, NBRC 102661, NCIMB 12855",1,Lewinella cohaerens,GCA_000379805,0.40
140717,,"KCTC 42187, CECT 8679, HME 9359",1,Lewinella lacunae,GCA_014349155,0.70
167343,HSMS-39,"KACC 19866, NBRC 113585",1,Lewinella litorea,GCA_004803465,0.60
132093,MKG-38,"DSM 104084, NBRC 102633, NCIMB 14312",1,Lewinella marina,GCA_002631205,0.45
140713,,"KACC 17619, CECT 8419, HME 9321",1,Lewinella maritima,GCA_923081025,0.90
12548,CB 35,"CCUG 55595, DSM 18206, JCM 13469, KCTC 15079",1,Prevotella stercorea,GCA_000235885,0.33
166128,RmlP026,"KCTC 72077, VKM B-3277",1,Lichenibacterium minus,GCA_004137685,1.35
166129,RmlP001,"KCTC 72076, VKM B-3263",1,Lichenibacterium ramalinae,GCA_004137085,1.10
164516,,"JCM 33311, KCCM 43293, PAMC 29148",1,Lichenihabitans psoromatis,GCA_004323635,1.25
6646,"ASB1, ASB-1","DSM 16634, CIP 108913, JCM 16172, NCIMB 14359",1,Ligilactobacillus apodemi,GCA_000615885,0.75
6677,142-2,"DSM 22408, CCUG 53626, CECT 7185, JCM 15609, CIP 109847, KCTC 5852",1,Ligilactobacillus ceti,GCA_000423245,0.5
6675,,"DSM 18933, CIP 109885, JCM 14209, CCUG 56036, KBL 13, KCTC 5851",1,Ligilactobacillus hayakitensis,GCA_000615845,1.25
24127,E100301,"DSM 28122, KCTC 13174, NBRC 103219, RIFY 6501, JCM 18084, CIP 110289",1,Ligilactobacillus pobuzihii,GCA_000349725,0.5
6612,GDA154,"DSM 16049, CCUG 48462, CIP 109907, LMG 22087, JCM 15955, NBRC 107826",1,Ligilactobacillus saerimneri,GCA_000423265,1
166384,Pla85_3_4,"DSM 103796, LMG 29741",1,Lignipirellula cremea,GCA_007751035,1.20
130608,LL-001,"DSM 29954, CECT 8072, JCM 18161",1,Limimaricola cinnabarinus,GCA_000466965,0.95
13678,JJM85,"DSM 21424, KCTC 22372",1,Limimaricola pyoseonensis,GCA_900102015,0.7
24534,Ia16,"DSM 25584, IBRC-M 10018",1,Limimonas halophila,GCA_900100655,0.15
166352,LZ-4,"CCTCC AB 2019004, KCTC 72281",1,Limnobacter alexandrii,GCA_005871185,0.50
2055,CS-K2,"DSM 13612, CIP 107302, LMG 19593",1,Limnobacter thiooxidans,GCA_004291335,1.05
166503,HYN0051,"KACC 19186, NBRC 112742",1,Limnobaculum parvum,GCA_003096015,0.67
3032,MWH-C5,"DSM 21645, CCUG 56720, KCTC 42562, CCUG 57770",1,Limnohabitans curvus,GCA_003063475,0.45
3034,II-B4,"DSM 21592, CIP 109845, CCUG 56787",1,Limnohabitans parvus,GCA_003063455,0.30
3035,II-D5,"CCUG 56788, DSM 21594, CIP 109844",1,Limnohabitans planktonicus,GCA_001270065,0.30
6613,Kx146A4,"DSM 16041, CCUG 48456, CIP 109960, LMG 22111, JCM 15950",1,Limosilactobacillus antri,GCA_000160835,1
140356,MOZM2,"DSM 100239, CCM 8609, LMG 28780",1,Limosilactobacillus caviae,GCA_014635905,0.60
6678,,"DSM 18793, JCM 14505, NRIC 0697, CIP 109834",1,Limosilactobacillus equigenerosi,GCA_001311375,0.65
6617,Kx156A7,"DSM 16045, CCUG 48454, LMG 22113, CIP 109873, JCM 15952",1,Limosilactobacillus gastricus,GCA_001434365,0.9
6669,,"DSM 17896, CCUG 53218, TMW 1.1309, CIP 109557, JCM 15613",1,Limosilactobacillus secaliphilus,GCA_001437055,0.75
6691,,"DSM 21051, CECT 7355, IMCC 1736, JCM 16869",1,Liquorilactobacillus aquaticus,GCA_001436755,1.2
6681,R-34119,"DSM 21116, LMG 24285",1,Liquorilactobacillus cacaonum,GCA_001436735,0.9
6680,,"DSM 19910, BCRC 17811, JCM 15044, YIT 11306, LMG 29533, CIP 109977",1,Liquorilactobacillus capillatus,GCA_001434915,1.00
6657,L489,"DSM 18630, CCUG 53453, CIP 109616, JCM 15611",1,Liquorilactobacillus ghanensis,GCA_001435235,0.75
6672,UCC128,"DSM 19519, CIP 109892, JCM 16179, LMG 24241",1,Liquorilactobacillus hordei,GCA_001434845,0.65
6676,59b,"DSM 19972, CECT 7334, JCM 18036, CIP 110039",1,Liquorilactobacillus oeni,GCA_001436275,0.8
6621,,"DSM 16230, NRIC 0604, CCUG 52399, JCM 12392, CIP 109882, NCIMB 14549",1,Liquorilactobacillus satsumensis,GCA_001312045,0.7
6692,,"DSM 21376, JCM 15457, NRIC 0736",1,Liquorilactobacillus sucicola,GCA_000612445,1
133499,H6,"CGMCC 1.7005, JCM 15141",1,Lishizhenia tianjinensis,GCA_900116425,0.35
23078,WS 4560,"DSM 24698, LMG 26374",1,Listeria weihenstephanensis,GCA_003534205,0.45
1282,"BA288, 18.101","DSM 16976, CIP 110635, KCTC 3947",1,Litchfieldia alkalitelluris,GCA_002019645,0.45
23240,,"DSM 26922, JCM 16493, NRIC 0773, KMM 3851",1,Litoreibacter albidus,GCA_900107015,0.5
13858,GA2-M15,"DSM 19593, KACC 12675",1,Litoreibacter arenae,GCA_000442275,0.95
130644,P-MA1-7,"DSM 29467, CCUG 63416, KCTC 32213",1,Litoreibacter halocynthiae,GCA_004365635,0.6
23241,,"DSM 26921, JCM 16492, NRIC 0772, KMM 3842",1,Litoreibacter janthinus,GCA_900111945,0.5
130643,MA1-1,"DSM 29466, CCUG 61486, KCTC 23699, KCTC 23699T",1,Litoreibacter meonggei,GCA_003663885,0.8
133992,JC166,"KCTC 32217, LMG 27256",1,Litoribacter ruber,GCA_018449405,0.65
133622,,"ACCC 05414, KCTC 22899, YIM CH208",1,Litoribacter ruber,GCA_018500185,0.40
166110,RZ04,"MCCC 1K03616, KCTC 62835",1,Litorilituus lipolyticus,GCA_006439335,0.75
159817,FSX-11,"JCM 32715, MCCC 1K03503",1,Litorivita pollutaquae,GCA_003205515,0.65
6642,L-1062,"DSM 18080, JCM 18665, LMG 23555",1,Loigolactobacillus backii,GCA_003946275,0.7
24134,IWT246,"DSM 26942, JCM 18838, KCTC 21046",1,Loigolactobacillus iwatensis,GCA_003950295,1
24491,IG8,"DSM 29326, IAM 15450, JCM 23210, NCIMB 14280, CIP 109738, IAM 15540",1,Loktanella atrilutea,GCA_900128995,0.75
13674,R-7670,"DSM 16213, LMG 22007, JCM 21635, CIP 108323, IAM 15180, NBRC 102485",1,Loktanella fryxellensis,GCA_900110065,1
13672,R-8904,"DSM 16199, LMG 21507, JCM 21636, CIP 108322, IAM 15181, NBRC 102486",1,Loktanella salsilacus,GCA_900114485,1
140500,WDS2C18,"KCTC 52045, MCCC 1H00132",1,Longibacter salinarum,GCA_002554795,0.35
132517,CB-286315,"DSM 29007, CECT 8660",1,Longimicrobium terrae,GCA_013000925,0.60
160507,,"DSM 105158, CGMCC 1.16550, SCSIO 06110",1,Longirhabdus pacifica,GCA_004115085,0.65
158749,R-43280,"LMG 26267, NCPPB 4481, CFCC 10822",1,Lonsdalea britannica,GCA_002111595,0.60
158750,R-44166,"LMG 26264, NCPPB 4490, CFCC 10824",1,Lonsdalea iberica,GCA_002111585,0.80
166204,B210,"KCTC 42951, CGMCC 1.16770",1,Lujinxingia litoralis,GCA_003260125,0.40
159925,SEH01,"DSM 101859, KCTC 42950",1,Lujinxingia sediminis,GCA_004005565,0.45
133254,JC344,"KCTC 42988, LMG 29259",1,Lunatimonas salinarum,GCA_017811155,0.40
134069,CC-AMWY-103B,"JCM 18817, BCRC 80551",1,Luteibaculum oceani,GCA_007995015,0.4
17887,R19-04,"DSM 22413, NBRC 105647",1,Luteimicrobium subarcticum,GCA_002798015,0.6
17469,RIB1-20,"DSM 22088, BCRC 17731, LMG 24212",1,Luteimonas aquatica,GCA_022662575,0.5
166305,,"KACC 19469, CCTCC AB 2017256, MIC 1.5",1,Luteimonas cellulosilyticus,GCA_016879515,0.90
24674,Y4,"DSM 28068, CGMCC 1.10821, KCTC 23627",1,Luteimonas cucumeris,GCA_007830035,0.55
24675,HB2,"DSM 26429, CICC 11005s",1,Luteimonas huabeiensis,GCA_000559025,0.41
17470,FR1330,"DSM 22943, IMSNU 60306, JCM 12488, KCTC 12327",1,Luteimonas marina,GCA_007859325,0.55
133046,,"DSM 101536, KCTC 52403, CDR SL 15",1,Luteimonas padinae,GCA_014652935,0.20
140846,THG-MD21,"KACC 18131, JCM 30122",1,Luteimonas terrae,GCA_004358165,0.45
17473,BZ92r,"DSM 22344, CGMCC 1.8985, CIP 110133",1,Luteimonas terricola,GCA_004352845,0.70
166355,WF-2,"KCTC 62441, CGMCC 1.13633",1,Cognatiluteimonas weifangensis,GCA_003416885,0.35
133519,MN07-A0370,"NBRC 105296, VTCC D9-09",1,Luteipulveratus mongoliensis,GCA_001190945,0.5
140275,HEG_-6_39,"DSM 100886, KCTC 52215",1,Luteitalea pratensis,GCA_001618865,0.68
134331,A4T-83,"KCTC 22041, MBIC 08322",1,Luteolibacter pohnpeiensis,GCA_016595435,0.65
133924,EBTL01,"KCTC 23678, JCM 18052",1,Luteolibacter yonseiensis,GCA_016595465,0.65
24048,KYW566,"DSM 29150, JCM 18281, KCTC 23842",1,Lutibacter agarilyticus,GCA_900188235,0.3
24047,,"DSM 27993, IMCC 1507, KACC 14312, NBRC 107589",1,Lutibacter flavus,GCA_900188355,0.85
134184,CL-TF09,"KCCM 42118, JCM 13034, CIP 109245",1,Lutibacter litoralis,GCA_014646675,0.55
5721,S7-2,"DSM 24450, CCUG 57524, KCTC 22635",1,Lutibacter maritimus,GCA_900116115,0.55
132984,LP1,"DSM 100437, JCM 30586, JCM 30585",1,Lutibacter profundi,GCA_001543325,0.5
13878,AMV1,"DSM 22728, CCUG 58046, KCTC 22669, NBRC 105799",1,Lutibaculum baratangense,GCA_000496075,1
130637,W11-2B,"DSM 29620, CCTCC AB 208224, LMG 24619, MCCC 1A01034",1,Lutimaribacter pacificus,GCA_900142185,0.65
24514,SMK-117,"DSM 28010, CCUG 55760, KCTC 22244",1,Lutimaribacter saemankumensis,GCA_900100005,0.6
2870,,"DSM 19022, NBRC 102133, EBR 46",1,Lutispora thermophila,GCA_900142105,0.7
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,Lysinibacillus alkalisoli,GCA_014643595,0.80
1538,10a,"DSM 17140, ATCC BAA-1146, IAM 15262, JCM 21713, CIP 109652, NBRC 103108",1,Lysinibacillus boronitolerans,GCA_000772935,1.15
166376,,"KCTC 43130, CGMCC 1.17492, SYSU K30005",1,Lysinibacillus cavernae,GCA_009724685,1.05
23760,FSt3A,"DSM 25560, CCM 8383, CIP 110362, CCUG 62186",1,Lysinibacillus contaminans,GCA_001278945,0.9
1542,1741-1b,"DSM 54, ATCC 12905, LMG 18474, SAG 1741-1b, JCM 21742, IAM 15292, LMG 18473",1,Lysinibacillus macroides,GCA_001281525,1.00
1537,34hs-1,"DSM 18869, ATCC PTA-4993, CIP 108263, KCTC 3961, NBRC 100172, NRRL B-30641",1,Lysinibacillus odysseyi,GCA_000773015,1
1539,BAM-582,"DSM 25242, KCTC 13154, NBRC 103144, JCM 18861",1,Lysinibacillus parviboronicapiens,GCA_001311625,0.75
1540,XDB9,"DSM 23493, CCUG 57438, KCTC 13423",1,Lysinibacillus xylanilyticus,GCA_001183605,0.9
140892,S2-C,"KACC 18502, JCM 31130",1,Lysobacter aestuarii,GCA_006546775,0.50
23344,ZS79,"DSM 27222, CGMCC 1.10752, KCTC 23365",1,Lysobacter arseniciresistens,GCA_000768335,0.4
17483,Ko07,"DSM 16239, KCTC 12205, CCUG 55589, LMG 23352, NBRC 102010",1,Lysobacter concretionis,GCA_000768345,0.85
17484,GH1-9,"CCUG 55492, KACC 11406, DSM 17634, CIP 109292",1,Lysobacter daejeonensis,GCA_000768355,0.50
17486,DS-58,"DSM 17958, KCTC 12822",1,Lysobacter dokdonensis,GCA_000770795,0.6
17489,GH41-7,"DSM 18481, CIP 109587, KACC 11588",1,Lysobacter niastensis,GCA_015453285,0.55
166108,83-4,"CGMCC 1.13464, NRBC 113451",1,Lysobacter oculi,GCA_003293695,1.3
166459,ZS60,"CGMCC 1.15509, NBRC 112614",1,Lysobacter psychrotolerans,GCA_003719825,0.40
17500,CTN-1,"DSM 22393, CGMCC 1.10136, KCTC 23715",1,Lysobacter ruishenii,GCA_007830115,0.55
164449,17J68-2,"JCM 33058, KCTC 62237",1,Lysobacter segetis,GCA_004359965,0.50
157768,AM20-91,"DSM 104734, LMG 30011",1,Lysobacter silvestris,GCA_002895945,0.45
17498,,"DSM 24712, KCTC 22011, LMG 24126, DCY 21",1,Lysobacter soli,GCA_003382285,0.35
17492,,"DSM 21749, JCM 14760, KMM 329, NRIC 0728, KCTC 23742",1,Lysobacter spongiicola,GCA_900167055,0.55
166520,C8-1,"KCTC 62034, CGMCC 1.16271",1,Lysobacter tabacisoli,GCA_003586305,0.35
164448,17J7-1,"JCM 33057, KCTC 62217",1,Lysobacter terrigena,GCA_004361065,0.50
12524,LIND7H,"DSM 23697, CCUG 60892, JCM 16313",1,Macellibacteroides fermentans,GCA_013409575,0.75
132529,SO-1,"DSM 28995, VKM B-2936",1,Magnetospirillum caucaseum,GCA_000342045,0.3
166531,LBB-42,"VKM B-3270, KCTC 15749",1,Magnetospirillum kuznetsovii,GCA_003284725,0.50
132530,SP-1,"DSM 29006, VKM B-2938",1,Magnetospirillum marisnigri,GCA_001650715,0.35
132531,BB-1,"DSM 29455, VKM B-2939",1,Magnetospirillum moscoviense,GCA_001650635,0.3
23250,MV-1,"DSM 18854, ATCC BAA-1436",1,Magnetovibrio blakemorei,GCA_001746755,0.3
166389,"Mal4, Malle4","DSM 100296, LMG 29133",1,Maioricimonas rarisocia,GCA_007747795,1.4
141072,MM-10,"KCTC 42721, CECT 8898",1,Maliponia aquimaris,GCA_900184945,0.85
13854,JLT354-W,"DSM 26384, CGMCC 1.7290, LMG 24665",1,Mameliella alba,GCA_003051025,0.8
5243,MSSRF40,"DSM 19579, LMG 24236",1,Mangrovibacter plantisponsor,GCA_003182475,1
159731,5T4P-12-1,"KCTC 62053, CGMCC 1.16279",1,Mangrovicella endophytica,GCA_002893625,1.25
133912,LYYY01,"CGMCC 1.12280, LMG 27142",1,Mangrovimonas yunxiaonensis,GCA_014636995,0.4
158538,M11-4,"MCCC 1K03312, JCM 32104",1,Mangrovitalea sediminis,GCA_002514725,0.70
166412,ZY170218,"CGMCC 1.13620, KCTC 15731",1,Mannheimia pernigra,GCA_009828705,0.25
133998,GY20,"KACC 16440, JCM 18631",1,Maribacter aestuarii,GCA_027474845,0.5
5614,CL-AP4,"DSM 21422, JCM 15445, KCCM 90069",1,Maribacter antarcticus,GCA_000621125,0.4
5606,,"KMM 3949, CIP 108495, DSM 16478, CCUG 48009, KCTC 12968",1,Maribacter aquivivus,GCA_900142175,0.45
