ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Kind of temperature,Temperature
132382,Ap-6,"DSM 101566, CCM 8651, CIP 110974",1,Neobacillus cucumis,GCA_016908975,optimum,29.00
1213,"IDA 1937, R-16337","DSM 15600, CIP 108808, LMG 21831, JCM 21707, IAM 15256, NBRC 102427",1,Neobacillus drentensis,GCA_001591445,optimum,30
1251,B1801T,"DSM 18237, LMG 17489, NCIMB 13771, Rcp Sm1, JCM 21708, CIP 106910, IAM 15257, KCTC 13885, KCTC 3851, LMG 19448, NBRC 102428",1,Neobacillus fumarioli,GCA_001591485,optimum,50
140352,SYP-B691,"DSM 29196, JCM 30743",1,Neobacillus notoginsengisoli,GCA_003515685,optimum,37
1216,"IDA 3307, R-15439","DSM 15603, CIP 108805, LMG 21837, JCM 21709, IAM 15258, NBRC 102450",1,Neobacillus novalis,GCA_001591805,optimum,35.00
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,Neobacillus piezotolerans,GCA_003362805,optimum,45
1217,"IDA 0086, R-16300, ISA0086","DSM 15604, CIP 108804, LMG 21838, JCM 21710, IAM 15259, KCTC 13572, NBRC 102451",1,Neobacillus soli,GCA_001591665,optimum,30
1215,"IDA 3632, R-15447","DSM 15602, CIP 108806, LMG 21834, JCM 21711, IAM 15260, KCTC 13573, NBRC 102452",1,Neobacillus vireti,GCA_000508325,optimum,30
7141,GR1,"DSM 15528, ATCC BAA-740",1,Neomegalonema perideroedes,GCA_000374145,optimum,27.50
13638,,"DSM 21826, CCBAU 01393, HAMBI 3051, LMG 24763",1,Neorhizobium alkalisoli,GCA_002968635,optimum,28
166100,24NR,"ACCC 61588, JCM 33731",1,Neorhizobium lilium,GCA_004053875,optimum,30
13640,,"DSM 25378, CCBAU 05176, LMG 25447, HAMBI 3039",1,Neorhizobium vignae,GCA_000732195,optimum,28
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,Neptunicella marina,GCA_014270035,optimum,31.00
11283,S3-22,"DSM 22306, CCTCC AB 209086, KACC 14056",1,Neptunomonas antarctica,GCA_001305295,optimum,15
133788,LHW37,"KACC 15543, JCM 17730, BCRC 81037",1,Neptunomonas concharum,GCA_006148955,optimum,37
11282,,"DSM 18939, JCM 14595, JAMM 0745",1,Neptunomonas japonica,GCA_000422765,optimum,20
133855,P10-2-4,"CGMCC 1.10971, KCTC 23686",1,Neptunomonas qingdaonensis,GCA_016082375,optimum,20
13682,2SM4,"DSM 16309, CCUG 49433, CECT 5292, CIP 108404",1,Nereida ignava,GCA_001049735,optimum,20.5
7771,,"DSM 19423, CCTCC AB 207011, JCM 16549, CAAS 252, NBRC 107629",1,Nesterenkonia alba,GCA_000421745,optimum,37
132446,CK5,"DSM 27373, JCM 19723, CIP 110620",1,Nesterenkonia aurantiaca,GCA_004364585,optimum,25
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,Nesterenkonia cremea,GCA_014642675,optimum,37
7772,,"DSM 16378, JCM 19556, KCTC 19048, YIM 70179, JCM 16019",1,Nesterenkonia halophila,GCA_009467795,optimum,28
7764,,"DSM 15474, CCTCC AA 001022, YIM 70084, JCM 13018, KCTC 19014",1,Nesterenkonia halotolerans,GCA_014874065,optimum,28
7763,EL-30T,"CCUG 47141, JCM 11953, DSM 12544, CIP 107030, IFAM EL-30",1,Nesterenkonia lacusekhoensis,GCA_017876395,optimum,22
164194,M8,"JCM 32100, CGMCC 1.16706, MCC 3367",1,Nesterenkonia natronophila,GCA_003595215,optimum,30
140783,BV-35,"NCAIM B 02606, DSM 29786",1,Nesterenkonia pannonica,GCA_019575955,optimum,26.50
7765,,"DSM 15475, CCTCC AA 001025, YIM 70097, JCM 13021, KCTC 19016",1,Nesterenkonia xinjiangensis,GCA_013410745,optimum,28
17661,GR15-1,"DSM 19509, KACC 11703",1,Nevskia soli,GCA_000711955,optimum,26.5
17758,R2A15-11,"DSM 17617, CIP 109580, KACC 11698",1,Niabella aurantiaca,GCA_000374125,optimum,27.5
133448,GR10-1,"KACC 13021, JCM 15444, NBRC 106414",1,Niabella ginsengisoli,GCA_022513635,optimum,29
133388,THG-DN5.5,"KACC 18857, CCTCC AB 2016086",1,Niabella hibiscisoli,GCA_022512515,optimum,30.00
140823,R384,"KEMB 9005-329, KACC 18454, JCM 31011",1,Niabella pedocola,GCA_021044425,optimum,30.00
17759,JS13-8,"DSM 19437, KACC 12604",1,Niabella soli,GCA_000243115,optimum,30
1209,Fo-92,"DSM 15077, ATCC BAA-519, CIP 108262",1,Niallia nealsonii,GCA_002835805,optimum,32.50
164454,M5HDSG1-1,"JCM 33117, CGMCC 1.13668",1,Niallia taxi,GCA_004005475,optimum,30
17756,GR20-10,"DSM 17620, KACC 11465",1,Niastella koreensis,GCA_000246855,optimum,33.50
133537,THYL-44,"CCTCC AB 208238, KCTC 22560",1,Niastella populi,GCA_002078015,optimum,30
140864,DJ57,"KCTC 42474, CCTCC AB 2015052",1,Niastella vici,GCA_002077945,optimum,28
17757,GR20-13,"DSM 17621, KACC 11466",1,Niastella yeongjuensis,GCA_002077935,optimum,31.50
166361,BT10,"KCTC 62607, NBRC 114383",1,Nibribacter ruber,GCA_009913235,optimum,25
168513,Z7-4,"CCTCC AB 2017231, KCTC 62459",1,Nioella ostreopsis,GCA_004000255,optimum,30
140471,JS7-11,"MCCC 1A00710, KCTC 42144",1,Nioella sediminis,GCA_001879695,optimum,27.50
13946,DR41_21,"DSM 18348, CIP 109265, OOB 129",1,Nisaea denitrificans,GCA_000426505,optimum,30
13947,DR41_18,"DSM 19540, CIP 109601, OOB 128",1,Nisaea nitritireducens,GCA_014904795,optimum,30
10423,E9I37-1,"DSM 16511, JCM 12458",1,Nitratifractor salsuginis,GCA_000186245,optimum,37
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,Nitratireductor aestuarii,GCA_014641695,optimum,30
11871,NL21,"DSM 15645, ATCC BAA-762, JCM 21793, CGMCC 1.8928, IAM 15348",1,Nitratireductor aquibiodomus,GCA_000615975,optimum,32.5
170935,,"KCTC 62997, NBRC 113694, CAU 1489",1,Nitratireductor arenosus,GCA_009742725,optimum,30
133633,"RC92-7, C115","CCTCC AB 209298, LMG 25540, MCCC 1A01260",1,Nitratireductor indicus,GCA_000300515,optimum,27.5
11872,,"DSM 19185, JCM 14851, KACC 11904, Ky 101, NBRC 106418",1,Nitratireductor kimnyeongensis,GCA_019891395,optimum,30
166310,SY7,"KCTC 72110, MCCC 1K03723",1,Nitratireductor mangrovi,GCA_007922615,optimum,30
10424,MI55-1,"DSM 16512, JCM 12459",1,Nitratiruptor tergarcus,GCA_027946175,optimum,55
17693,ANL-iso2,"DSM 45188, NBRC 105792, NCCB 100119, UNIQEM U239",1,Nitriliruptor alkaliphilus,GCA_000969705,optimum,32
140898,MEB087,"KCTC 42948, JCM 19317",1,Nitrincola alkalisediminis,GCA_009821115,optimum,37
11284,4CA,"DSM 16316, ATCC BAA-920",1,Nitrincola lacisaponensis,GCA_000691225,optimum,37
164093,MEB193,"JCM 31570, MCC 2863, KCTC 52390",1,Nitrincola tapanii,GCA_008368715,optimum,23.50
24722,LW7,"DSM 46695, CCUG 57665, JCM 15946, NCCB 100279",1,Nitritalea halalkaliphila,GCA_000265075,optimum,37
159828,MY1,"JCM 31640, KCTC 4249",1,Nitrosarchaeum koreense,GCA_000220175,optimum,25
157948,NF5,"DSM 106890, JCM 32270, NCIMB 15114",1,Nitrosopumilus adriaticus,GCA_000956175,optimum,31.00
158487,D3C,"DSM 106147, JCM 32271, NCIMB 15115",1,Nitrosopumilus piranensis,GCA_000875775,optimum,32
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,Niveibacterium umoris,GCA_014197015,optimum,30
10731,VA-12,"DSM 44432, ATCC 23824, ATCC BAA-279, IMMIB D-1599, IMMIB N-63, JCM 10984, NBRC 100374, CCUG 45938, CIP 106822, IMMIB D-1592, CGMCC 4.1723, IFM 10029",1,Nocardia abscessus,GCA_000308455,optimum,28
10818,GW4-1778,"DSM 45049, CCUG 53410, CIP 109315, JCM 14671, IFM 10820, NBRC 108247",1,Nocardia acidivorans,GCA_001625085,optimum,27.5
10753,SD769,"CCUG 46122, DSM 44491, ATCC BAA-280, CIP 109047, NBRC 100379, NCTC 13181, JCM 11438",1,Nocardia africana,GCA_001612635,optimum,28
10627,,"DSM 44684, CCTCC AA 001030, CIP 108434, YIM 30243, JCM 13373, IFM 10588, NBRC 108234",1,Nocardia alba,GCA_001612665,optimum,28
10813,,"DSM 44997, CIP 109606, OFN S17, JCM 14670, IFM 10819, NBRC 108246",1,Nocardia altamirensis,GCA_001612685,optimum,28
10816,TT 00-78,"DSM 45066, KCTC 19208, NBRC 102102, JCM 14877, IFM 10867",1,Nocardia amamiensis,GCA_001612745,optimum,28
10715,W9988,"DSM 45539, CCUG 59655",1,Nocardia amikacinitolerans,GCA_024172045,optimum,25
10798,,"DSM 44821, IFM 0323, JCM 12396, NBRC 100462, CIP 108869",1,Nocardia anaemiae,GCA_001612725,optimum,28
10786,,"DSM 44729, IFM 0575, JCM 12118, NBRC 100135, CIP 108631",1,Nocardia araoensis,GCA_000308435,optimum,28
10779,,"DSM 44731, CIP 108682, IFM 10035, JCM 12120, NBRC 100137",1,Nocardia arthritidis,GCA_001612765,optimum,28
10775,,"DSM 44668, JCM 11892, NBRC 100129, CCUG 48826, IFM 0245, CIP 108374",1,Nocardia asiatica,GCA_000308415,optimum,28
10650,"381, 631, GA 876, 0236, 845, Jr 381, 337","DSM 43758, ATCC 19296, CBS 330.54, IFO 14402, IMRU 845, JCM 3374, NBRC 14402, NCTC 11294, CCT 3439, CCUG 10074, CCUG 10098, CECT 3052, CIP 104502, IFM 0236, IMSNU 21222, IMSNU 21223, NCIMB 12083, VKM Ac-863",1,Nocardia brasiliensis,GCA_000308475,optimum,28
10654,0029,"DSM 43024, ATCC 15333, IFO 12119, IMRU 1086, KCC A-0029, NBRC 12119, RIA 709, CCUG 46115, JCM 3029, BCRC 13389, CGMCC 4.1163, CIP 104508, IFM 0283, IMET 9542, IMSNU 20103, IMSNU 21207, KCCM 12521, KCTC 9370, NRRL B-2896, VKM Ac-936, IMRU 1086W",1,Nocardia brevicatena,GCA_000308495,optimum,28
132481,1H-HV4,"DSM 100526, CGMCC 4.7278",1,Nocardia camponoti,GCA_014646135,optimum,28
10655,30,"CCUG 48177, CIP 104509, IFO 14403, JCM 3375, NRRL B-1336, DSM 43397, ATCC 6847, IMRU 3419, NCTC 3527, DSM 43580, JCM 30727, BCRC 13693, CCM 2756, CGMCC 4.1167, CGMCC 4.1733, IFM 0237, IMET 7504, IMSNU 21185, KCTC 9957, NBRC 14403, VKM Ac-814",1,Nocardia carnea,GCA_000308515,optimum,30
10762,"N1301, Y9","DSM 44546, CIP 108826, CCT 5601, JCM 12209, BCRC 16366, IFM 10366, NBRC 101014",1,Nocardia cerradoensis,GCA_000308535,optimum,28
10799,,"DSM 44804, CIP 108975, IFM 0354, JCM 12351, NBRC 100430, CCUG 52242",1,Nocardia concava,GCA_000308815,optimum,28
10809,,"DSM 44960, CIP 108996, OFN N12, JCM 15318, IFM 10920, NBRC 108252",1,Nocardia coubleae,GCA_001612805,optimum,37
10765,NB4H,"DSM 44597, ATCC 700418, JCM 10500, CCUG 46826, CIP 105895, IFM 10173, NBRC 100342",1,Nocardia crassostreae,GCA_001613405,optimum,28
10795,,"DSM 44890, CCUG 50200, CIP 108553, IMMIB N-402, JCM 13394, JCM 13374, IFM 10589, NBRC 108235",1,Nocardia elegans,GCA_001612845,optimum,32
10806,,"DSM 44883, IFM 0803, JCM 12667, NBRC 100660, CIP 109337",1,Nocardia exalbida,GCA_000308575,optimum,28
10669,"GA 919 (N 164), M 258","DSM 43665, ATCC 3318, DSM 43257, DSM 43578, IMRU 3318, NCIB 12058, NCTC 11134, JCM 3088, BCRC 13380, BCRC 13722, CBS 318.60, CCUG 10109, CCUG 27778, CCUG 48656, CECT 3053, CECT 4069, CGMCC 4.1166, CGMCC 4.1829, CIP 104775, IFM 0028, IFM 0284, IFO 15532, IMET 7377, IMSNU 21224, KCTC 9958, NBRC 15532, NCIMB 12058, NRRL B-2089, PCM 2173",1,Nocardia farcinica,GCA_001182745,optimum,30
10751,S1,"DSM 44489, CIP 107226, JCM 11440, NBRC 100377, NCIMB 13759, CCUG 46120, CCUG 46296, IFM 10318",1,Nocardia fluminea,GCA_002846365,optimum,28
10830,A2012,"DSM 45516, KCTC 19986, NRRL B-24833, JCM 19958",1,Nocardia goodfellowii,GCA_017875645,optimum,28
23157,GW5-5797,"DSM 45869, CCUG 60970, CIP 110294, JCM 19117, NBRC 108939",1,Nocardia grenadensis,GCA_001613445,optimum,27.50
10778,,"DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133",1,Nocardia higoensis,GCA_000308595,optimum,28
10764,,"DSM 44496, CIP 107670, JCM 11764, NRRL B-24141, CCUG 48296, IMMIB R-1434, CGMCC 4.1830, KCTC 19935, NBRC 108230",1,Nocardia ignorata,GCA_001612905,optimum,28
10782,,"DSM 44667, JCM 11891, NBRC 100128, IFM 0092, CIP 108421",1,Nocardia inohanensis,GCA_001612945,optimum,28
10824,"BM123, UI122540","DSM 45197, JCM 18299, NRRL 5646, NRRL B-24671",1,Nocardia iowensis,GCA_019222765,optimum,28
10808,"N 3-2, N3-2","DSM 44959, JCM 13281, NRRL B-24430, CIP 109185, IFM 10687, NBRC 103114, NCIMB 14343",1,Nocardia jejuensis,GCA_001613145,optimum,28
10802,43401,"DSM 17684, AS 4.1905, CGMCC 4.1905, IFM 10633, JCM 12861, CIP 109010, NBRC 101359",1,Nocardia jiangxiensis,GCA_000308615,optimum,27
10815,"04-5195, 5195","DSM 45048, CGMCC 4.3508, JCM 14879, IFM 10864, NBRC 108249",1,Nocardia jinanensis,GCA_001482675,optimum,26
10792,"MB2876, MB 2876","DSM 44877, ATCC BAA-948, JCM 13032, IFM 10565, NBRC 101016, CIP 109279",1,Nocardia kruczakiae,GCA_001612965,optimum,28
164366,Y48,"JCM 32795, CGMCC 4.7494",1,Nocardia mangyaensis,GCA_001886715,optimum,28
10826,"188-03, W8061","DSM 45174, JCM 15508, NBRC 108933",1,Nocardia mikamii,GCA_001613505,optimum,35
10803,117,"DSM 17685, AS 4.1904, CGMCC 4.1904, IFM 10632, JCM 12860, CIP 109011, NBRC 108239",1,Nocardia miyunensis,GCA_001613065,optimum,27
10774,"SBHROA6, SBH<SUB>R</SUB>OA6","DSM 44717, NCIMB 13955, JCM 12604, CIP 108429, IFM 10560, NBRC 108232",1,Nocardia neocaledoniensis,GCA_003182135,optimum,27.5
10785,,"DSM 44670, JCM 11894, NBRC 100131, IFM 0330, CIP 108423",1,Nocardia niigatensis,GCA_000308655,optimum,28
10810,,"DSM 44978, CIP 108955, OFN 02.72, JCM 14667, IFM 10816, NBRC 108245",1,Nocardia ninae,GCA_007990755,optimum,31
10679,,"DSM 43242, ATCC 14629, NCTC 1934, CCUG 10075, JCM 3377, CBS 262.39, CCM 2779, CGMCC 4.1168, CIP 104514, IFM 0239, IFO 14405, IID 5214, IMSNU 21221, JCM 3393, KCTC 9960, NBRC 14405, NCIMB 12084, VKM Ac-869",1,Nocardia otitidiscaviarum,GCA_000308635,optimum,37
159507,,"DSM 105904, CCTCC AA 2017043, KCTC 49030, YIM PH21724",1,Nocardia panacis,GCA_003598715,optimum,28
10728,,"DSM 44386, ATCC BAA-278, JCM 10919, NBRC 100373, CCUG 46117, IMMIB D-1632, CGMCC 4.1722, CIP 106798, IFM 10001",1,Nocardia paucivorans,GCA_000308675,optimum,37
10787,,"DSM 44730, IFM 0784, JCM 12119, NBRC 100136, CIP 108644",1,Nocardia pneumoniae,GCA_000308755,optimum,28
10726,,"DSM 44290, ATCC 51512, CCUG 35436, CIP 104600, JCM 9894, CGMCC 4.1880, IFM 0624, NBRC 108224",1,Nocardia pseudobrasiliensis,GCA_001613105,optimum,37
10763,"AR 368,38366-20, Chas. Pfizer & Co. A","DSM 43406, CIP 107747, IMET 7501, IMRU 1072, JCM 11883, NRRL B-24154, BCRC 16378, NBRC 100343",1,Nocardia pseudovaccinii,GCA_001613225,optimum,28
10767,,"DSM 44599, CCUG 48752, NRRL B-24204, IMMIB R-145, JCM 13031, CIP 108222, IFM 10564, NBRC 108233",1,Nocardia puris,GCA_001613185,optimum,28
158323,,"DSM 101726, CGMCC 4.7329, KCTC 39693, KLBMP S0039",1,Nocardia rhizosphaerihabitans,GCA_014646295,optimum,28
10749,W30,"DSM 44488, NBRC 100376, NCIMB 13760, JCM 11441, CCUG 46119, CCUG 46433, CIP 107223, IFM 10177",1,Nocardia salmonicida subsp. cummidelens,GCA_001613285,optimum,28
10752,"44691, R89","DSM 44490, CIP 107225, JCM 11439, NBRC 100378, NCIMB 13758, CCUG 46121, CCUG 46295, IFM 10176",1,Nocardia salmonicida subsp. cummidelens,GCA_001612865,optimum,28
10727,"A-7604, Rucker","DSM 40472, ATCC 27463, CBS 694.72, IFO 13393, ISP 5472, JCM 4826, NBRC 13393, NRRL B-2778, RIA 1354, BCRC 12441, CGMCC 4.1136, CGMCC 4.1502, CIP 104517, IFM 10710, IMSNU 21183, KCTC 9372, NRRL B-12385",1,Nocardia salmonicida subsp. salmonicida,GCA_001613085,optimum,28
10777,,"DSM 44733, CIP 108598, IFM 10311, JCM 12122, NBRC 100134",1,Nocardia shimofusensis,GCA_001613125,optimum,28
10791,,"DSM 44766, IFM 10088, JCM 12236, CIP 108510, NBRC 100364",1,Nocardia sienata,GCA_001613205,optimum,28
10820,N2-11,"DSM 45078, JBRI 2006, KCTC 19223, JCM 14881, IFM 10868, NBRC 108251",1,Nocardia speluncae,GCA_001613245,optimum,28
164318,NEAU-LL90,"JCM 32663, CGMCC 4.7500",1,Nocardia stercoris,GCA_003696265,optimum,28
10780,MS1-3,"DSM 44801, CIP 108681, NBRC 100417, JCM 13313, IFM 10572",1,Nocardia takedensis,GCA_000308695,optimum,28
10773,"GW 39-1573, GW39-1573T","DSM 44704, CIP 107929, CCUG 49019, JCM 12693, IFM 10554, NBRC 101015",1,Nocardia tenerifensis,GCA_000308715,optimum,28
10790,,"DSM 44765, IFM 0937, JCM 12235, CIP 108506, NBRC 100365",1,Nocardia testacea,GCA_000308775,optimum,28
10794,,"DSM 44808, IFM 10145, JCM 12356, CIP 108722, NBRC 100428",1,Nocardia thailandica,GCA_000308795,optimum,28
10717,"3426, 16, strain 16","DSM 43405, ATCC 6865, DSM 43582, IFO 15921, IMRU 3426, NBRC 15921, NCTC 2392, CCUG 45937, CIP 104841, JCM 9099, CCM 2776, CCUG 4.1169, IFM 0333, IMET 7500, NRRL B-16037, VKM Ac-867",1,Nocardia transvalensis,GCA_000308875,optimum,37
10719,A-0224,"DSM 43136, CBS 224.60, CCRC 13368, CIP 104824, IFO 13702, JCM 3224, KCC A-0224, LBG A 3004, NBRC 13702, NCIB 963, ETH 26650, BCRC 13368, CGMCC 4.1137, CIP 106796, IFM 0856, IMSNU 21186, LBG A-3004",1,Nocardia uniformis,GCA_001613345,optimum,28
10721,"BG 19, Schering 245, BG19, 245","DSM 43285, ATCC 11092, CBS 247.55, CCM 2757, IFO 15922, IMET 7503, IMRU 3500, JCM 3395, NBRC 15922, CCUG 46116, BCRC 13695, CIP 104899, ICMP 15782, ICMP 5814, IMSNU 21184, NCPPB 954, NRRL WC-3500, VKM Ac-1336, VKM Ac-856, CCRC 13695",1,Nocardia vaccinii,GCA_001613305,optimum,30
10793,,"DSM 44807, IFM 0391, JCM 12354, CIP 108721, NBRC 100427",1,Nocardia vermiculata,GCA_001613265,optimum,28
10760,M157222,"DSM 44445, CIP 107095, KCTC 19902, NRRL B-24136, CCUG 46118, JCM 11307, IFM 10086, NBRC 100344",1,Nocardia veterana,GCA_000308855,optimum,28
10797,276,"DSM 44895, CGMCC 4.1860, IFM 10549, JCM 12160, NBRC 101358",1,Nocardia xishanensis,GCA_001613365,optimum,30
10784,,"DSM 44669, JCM 11893, NBRC 100130, IFM 0265, CIP 108422",1,Nocardia yamanashiensis,GCA_001613325,optimum,28
11140,MSL-28,"DSM 19323, KCTC 19276, JCM 16020, MSL 28",1,Nocardioides agariphilus,GCA_015352445,optimum,28
23165,CD40127,"DSM 25218, CECT 8014",1,Nocardioides albertanoniae,GCA_006716315,optimum,25
141143,"THG-S11.7, THG-S11-7","KCTC 39607, CCTCC AB 2015297, JCM 31749",1,Nocardioides albidus,GCA_006335005,optimum,28
11090,652-48,"DSM 43109, ATCC 27980, CCM 2712, IMET 7807, JCM 3185, NCIB 11454, CCUG 37987, CIP 103451, BCRC 12442, CECT 3302, CGMCC 4.1230, CGMCC 4.1334, IFO 13917, IMSNU 20105, KACC 20014, KCTC 9186, LMG 16326, NBRC 13917, NCIMB 11454, NRRL B-5389, VKM Ac-682, VKM Ac-805",1,Nocardioides albus,GCA_014191915,optimum,30
11116,KSL-1,"DSM 16699, KCTC 19037, JCM 13365, BCRC 16826, CIP 108736",1,Nocardioides alkalitolerans,GCA_000426525,optimum,27.5
159868,,"KCTC 49020, CGMCC 4.7457, CFH 30205, DSM 105807",1,Nocardioides allogilvus,GCA_003047285,optimum,28
11153,Cr7-14,"DSM 23325, CGMCC 1.10697, LMG 26053, JCM 18960",1,Nocardioides alpinus,GCA_002836395,optimum,25
11109,"EL-17K, EL-17K T","DSM 11439, ATCC BAA-164, JCM 11266, NBRC 100371, NCFB 3076, CIP 106993, KCTC 9944, NCIMB 703076, VKM Ac-2523",1,Nocardioides aquaticus,GCA_018459925,optimum,20
132635,B2-12,"DSM 100725, KCTC 39748, NRRL B-65313",1,Nocardioides baekrokdamisoli,GCA_003945325,optimum,25
11145,MN8,"DSM 23134, CCUG 57506, KCTC 19600, JCM 19119",1,Nocardioides caeni,GCA_004912195,optimum,28
133079,,"DSM 29950, KCTC 39551, YIM A1136, JCM 30631",1,Nocardioides cavernae,GCA_014779675,optimum,28
159744,IB-3,"KACC 19522, JCM 32672",1,Nocardioides currus,GCA_003057875,optimum,25
11148,MDN22,"DSM 23819, CCUG 57505, KCTC 19601",1,Nocardioides daedukensis,GCA_013408415,optimum,30
11155,MJ31,"DSM 25320, JCM 16922, KCTC 19772",1,Nocardioides daejeonensis,GCA_003194585,optimum,30
11131,D287,"DSM 18664, CCM 7403, JCM 16608",1,Nocardioides daphniae,GCA_004777465,optimum,28
11143,FR1436,"DSM 22004, JCM 14815, KCTC 19309",1,Nocardioides dokdonensis,GCA_001653335,optimum,25
166484,SZ4R5S7,"CGMCC 4.7456, KCTC 39994",1,Nocardioides ferulae,GCA_003660455,optimum,28
133240,Y4,"CGMCC 1.12791, MCCC 1A09944, LMG 28100, JCM 19770",1,Nocardioides flavus,GCA_014653115,optimum,36.00
11121,SBS-26,"DSM 18445, JCM 13813, NRRL B-24465, CIP 109516",1,Nocardioides furvisabuli,GCA_021083185,optimum,30
11115,JC2055,"DSM 16411, IMSNU 14028, JCM 12124, KCTC 9920, CGMCC 4.6875, CIP 108507, IAM 15306",1,Nocardioides ganghwensis,GCA_004137235,optimum,25.00
166432,WSJ-1,"KCTC 49117, CCTCC AB 2018027",1,Nocardioides gansuensis,GCA_003076135,optimum,28
164490,130,"JCM 33269, CICC 24668",1,Nocardioides guangzhouensis,GCA_004519545,optimum,27.50
158314,78,"DSM 106424, CGMCC 4.7461",1,Nocardioides houyundeii,GCA_002865585,optimum,28
11146,,"DSM 23133, KCTC 19265, LMG 24128, DCY 24, JCM 14942, JCM 17026",1,Nocardioides humi,GCA_006494775,optimum,28
141103,FLL521,"KCTC 39931, CCTCC AB 2017083",1,Nocardioides immobilis,GCA_003515065,optimum,28
11120,DS-51,"DSM 17944, CIP 109626, KCTC 19180, JCM 15308",1,Nocardioides insulae,GCA_000422825,optimum,28
11124,A2-4,"DSM 19082, CIP 109335, JCM 12609, KCTC 19054, BCRC 16836, KCTC 9995",1,Nocardioides kongjuensis,GCA_013409625,optimum,30
11113,KSL-2,"DSM 16314, KCTC 19038, JCM 13594, CIP 108882",1,Nocardioides kribbensis,GCA_015070375,optimum,28
11157,D94-1,"DSM 24663, CGMCC 4.6858, JCM 19667",1,Nocardioides lianchengensis,GCA_013409225,optimum,30
140309,002-2,"DSM 103718, KCTC 39838",0,Nocardioides litoris,GCA_006346315,optimum,28
11102,939-9,"DSM 43366, ATCC 43052, DSM 43811, IFO 14491, IMET 7830, JCM 3358, NBRC 14491, NCIB 11455, CCUG 37986, CIP 103450, IMSNU 22020, KCTC 9575, LMG 16209, NCIMB 11455, VKM Ac-1246",1,Nocardioides luteus,GCA_014648595,optimum,30
11125,SBS-12,"DSM 18965, JBRI 2003, KCCM 42681",1,Nocardioides marinisabuli,GCA_013409965,optimum,22
11126,CL-DD14,"DSM 18248, CIP 109596, KCCM 42321, JCM 15615",1,Nocardioides marinus,GCA_013408145,optimum,27.50
11112,,"DSM 16090, NCIMB 14004, BAS 3, JCM 14342, CGMCC 4.6882, CIP 108901, IAM 15341",1,Nocardioides oleivorans,GCA_004137255,optimum,30
158822,THG-T63,"KACC 19192, CGMCC 4.7388",1,Nocardioides pelophilus,GCA_014180685,optimum,31.50
23164,"I10A-0142, I10A-01402","DSM 24552, CPCC 203382, KCTC 29022",1,Nocardioides perillae,GCA_013409425,optimum,32
133104,WYH11-7,"DSM 104026, CGMCC 4.7371",1,Nocardioides phosphati,GCA_014646375,optimum,30
11108,J70,"DSM 11054, NCIMB 12834, Grainger J70, JCM 9626, ATCC 51889, CIP 104157, IMSNU 22067, KCTC 9577, LMG 16210, VKM Ac-1998",1,Nocardioides plantarum,GCA_006346395,optimum,28
24251,RHLT2-1,"DSM 27452, CGMCC 1.11156, NBRC 108563, JCM 19668",1,Nocardioides psychrotolerans,GCA_007992415,optimum,20
11135,CL-Z59,"DSM 18239, KCCM 42320",1,Nocardioides salarius,GCA_015070765,optimum,27.50
11088,Sco-D01,"DSM 22127, KCTC 19597, JCM 17444",1,Nocardioides scoriae,GCA_900104965,optimum,28
11144,,"DSM 19263, JCM 19559, KCTC 19271, MSL 01",1,Nocardioides sediminis,GCA_003047295,optimum,28
166421,S-34,"KCTC 49137, CCTCC AB 2018079",1,Nocardioides silvaticus,GCA_003160695,optimum,37
24250,RHLT1-17,"DSM 27403, CGMCC 1.11147, NBRC 108562, JCM 19669",1,Nocardioides szechwanensis,GCA_007992395,optimum,17.5
24248,VA15,"DSM 28109, CGMCC 1.7056, JCM 16799, NBRC 104259",1,Nocardioides terrae,GCA_900112345,optimum,29
11130,DS-17,"DSM 21550, JCM 14582, KCTC 19217",1,Nocardioides terrigena,GCA_003047265,optimum,30
140673,,"CCTCC AB 2016296, DSM 103833, YIM 73001, NCCP 696",1,Nocardioides thalensis,GCA_013410655,optimum,33.50
164533,21Sc5-5,"JCM 33365, CGMCC 4.7608",1,Nocardioides vastitatis,GCA_004803405,optimum,29.00
164547,HY056,"JCM 33399, CGMCC 4.7563",1,Nocardioides yefusunii,GCA_004014875,optimum,28
166181,HLT2-9,"CGMCC 1.11084, NBRC 109783",1,Nocardioides zhouii,GCA_004137345,optimum,20
11215,"49, SNG49","DSM 44442, JCM 13853, NRRL B-24244, CGMCC 4.2109, NBRC 104164, CIP 108419",1,Nocardiopsis aegyptia,GCA_013410755,optimum,26.50
11180,A 92,"DSM 43377, JCM 9419, CDC W2536, BCRC 16256, IFM 10232, IFO 15097, IMSNU 22172, KCTC 9616, NBRC 15097, VKM Ac-1883, VTT E-99143",1,Nocardiopsis alba,GCA_000341225,optimum,28
